cy_id,contract_target,adolescent_fert_1000,working_age_pop_ratio,fixed_phone_subs,dfi_inflows_usd,gdp_usd,gdp_growth_pct,imp_sanitation_access_pct,imp_water_access_pct,inflation_pct,internet_access_pct,merch_exports_usd,merch_imports_usd,mortality_rate_under5_opct,pop_over_65,pop_under_15,pop_female_pct,pop_total,pop_rural_pct
Algeria_2006,0,9.6856,50.4006284598682,2841297.0,1841000000.00008,104952599062.37,1.6999999983333305,85.6,87.4,10.5466958374353,7.37598495634886,54613000000.0,21456000000.0,32.1,5.11150622021274,28.399409908250604,49.51030136066711,33749328.0,35.407
Algeria_2007,0,9.687000000000001,49.48786988374911,3068409.0,1686736539.70385,108520987428.802,3.39999999839098,85.8,87.0,6.395344305290282,9.45119062555304,60163160000.0,27631000000.0,30.7,5.22338601010432,27.8815541581073,49.5453078283208,34261971.0,34.652
Algeria_2008,0,10.0358,48.910002105893795,3069140.0,2638607033.7518396,110691407177.378,1.9999999999999896,86.1,86.6,15.762769171639302,10.18,79298000000.0,39479000000.0,29.4,5.33147239214986,27.513871382079998,49.5779918674695,34811059.0,33.903
Algeria_2009,0,10.3846,48.6450263327725,2576165.0,2746930734.16534,112462447170.831,1.5999796538993505,86.4,86.2,-11.161590961287901,11.23,45174050000.0,39294000000.0,28.3,5.43938597455102,27.286247390315598,49.60661593665179,35401790.0,33.178000000000004
Algeria_2010,1,10.7334,48.681853058863105,2922731.0,2300369124.15828,116511285405.202,3.60016906640861,86.6,85.7,16.119786936847802,12.5,57052586000.0,40473000000.0,27.3,5.55098838363988,27.191308041459106,49.630125674603704,36036159.0,32.474000000000004
Algeria_2011,1,11.0822,49.233575738968106,3059336.0,2571237024.6851697,119773622661.782,2.8000182516527303,86.8,85.3,18.342999210257197,14.0,73489000000.0,47247000000.0,26.6,5.59590002835734,27.3950508988556,49.6478483123355,36717132.0,31.791
Algeria_2012,1,11.431,49.8477125300541,3289363.0,1500402452.8635,123726141889.728,3.2999913838345,87.0,84.9,7.556402233278919,15.228026756441698,71866000000.0,50378000000.0,26.1,5.64568469490733,27.6198965331387,49.6603700692321,37439427.0,31.13
Algeria_2013,1,11.1112,50.6006969112729,3132829.0,1691886707.5079598,127190473862.64,2.8,87.2,84.5,-0.112277918040974,16.5,64974000000.0,55028000000.0,25.8,5.7096587544144,27.8895861023903,49.66948867697661,38186135.0,30.49
Algeria_2014,0,10.7914,51.536631469296395,3092558.0,1504685495.69469,132023711881.929,3.80000000983483,87.4,84.0,-0.412084655917894,18.09,62956000000.0,58330000000.0,25.6,5.8034458737627315,28.2059094679775,49.6776392784836,38934334.0,29.871
Antigua and Barbuda_2004,1,59.8658,55.233463774172705,38000.0,80366585.18518509,940180767.358564,5.2864201486059414,88.5,97.8,1.5777936625003302,24.2665437161785,57000000.0,453937000.0,12.9,7.131843657456138,28.449056511417304,52.41562446462221,81718.0,70.163
Antigua and Barbuda_2005,1,58.4082,55.2674138709192,36480.0,220963374.07407403,997374111.1111107,6.08322843204205,89.5,97.8,4.65568352781153,27.0,83000000.0,506000000.0,12.4,7.2670017561921,28.3279840125961,52.2473202931024,82565.0,70.781
Antigua and Barbuda_2006,1,56.9506,54.465541490858,37500.0,358820163.703704,1130786863.55511,13.3764001850193,90.4,97.8,0.385282954542205,30.0,74000000.0,624181481.481481,11.8,7.275929409227589,27.984712521116094,52.1691207303485,83467.0,71.393
Antigua and Barbuda_2007,1,55.493,53.5635655670591,37900.0,338204733.333333,1238199679.9131,9.49894448015539,91.4,97.9,3.72366764430218,34.0,59352444.4444444,728256000.0,11.3,7.294098131450172,27.586288612154497,52.1582520705712,84397.0,71.997
Antigua and Barbuda_2008,1,54.247,52.5605505407096,38000.0,158783774.444444,1239080176.34166,0.07111102052761,91.4,97.9,4.43187070635736,38.0,65456522.9629629,742741000.0,10.9,7.30169888693614,27.1505565319274,52.190978324546,85350.0,72.594
Antigua and Barbuda_2009,1,53.001000000000005,51.464626077188996,37350.0,80646652.5925926,1089944299.74122,-12.036015057617801,91.4,97.9,1.79109524503448,42.0,50810000.0,533867000.0,10.4,7.28505214368482,26.692931633835503,52.2317497103129,86300.0,73.181
Antigua and Barbuda_2010,0,51.755,50.300659901101,36322.0,96679207.7777778,1012089672.85534,-7.14299133491195,91.4,97.9,1.3660020686268002,47.0,45715000.0,501230000.0,9.9,7.23350108330562,26.2331915674114,52.2543074295278,87233.0,73.76100000000001
Antigua and Barbuda_2011,0,50.50899999999999,49.276074035188714,35484.0,65160596.2962963,993938496.3224787,-1.79343560355176,91.4,97.9,1.32217002547064,52.0,56151000.0,430444000.0,9.5,7.2125419729558,25.7974861602686,52.256329975496904,88152.0,74.333
Arab World_2004,1,51.095720077430286,68.36789443898621,28491074.0,21281357372.0773,1110626415135.62,9.13403199078418,74.81731920965848,83.06684943749721,10.8499541456777,7.0068124609606315,406213422726.111,284515176123.228,53.3442113468608,4.14438793355504,35.9464615035821,48.8085351069365,306505782.0,45.7825566451696
Arab World_2005,1,50.7276205686901,67.03405506279,29926698.0,46009640893.73599,1179756448333.09,6.224418243197991,75.5024723573344,83.1374175119735,11.966431610479901,8.39314172532196,560270296000.0,342452374648.739,51.6420745414292,4.14978235577056,35.436139519495796,48.7406067948139,313508929.0,45.4552464029246
Arab World_2006,1,50.32876634841561,65.7867912805999,31302896.0,69410959612.8116,1265029586794.36,7.22802902088435,76.1564789978059,83.2175470847292,8.842531381336462,11.654647914905803,679554017632.158,391416319895.609,49.9084533082219,4.15458147473669,34.9367883351553,48.6610283373166,320912518.0,45.107556351622286
Arab World_2007,1,50.006199968972396,64.62879032526729,33558368.0,81832690758.3696,1337623185203.49,5.7384901639400985,76.7891433354195,83.3074363826567,6.66943396846374,14.2059022369738,791523245483.0079,503135326715.754,48.175088624897604,4.15229596603762,34.4724278009581,48.5728817461644,328668135.0,44.7580671994564
Arab World_2008,1,49.9014578167919,63.5993332779318,34962355.0,97411921574.7696,1422394770774.83,6.33747878394053,77.4357516129517,83.35718201391721,14.3666350340505,18.5935311754275,1081110275161.11,659842332740.309,46.389048974492,4.14778250303054,34.0594082274775,48.4843811953027,336662433.0,44.4092151642741
Arab World_2009,1,49.8038849683504,62.7324194705443,34636504.0,79522853476.5071,1443520295399.05,1.4852082599198002,77.9748202630994,83.479708543172,-4.365550398312959,21.5453538966849,739650829707.4491,577925110084.2529,44.67246773838701,4.14679246008413,33.711084536377,48.4051131059622,344702311.0,44.065574560119494
